Name,India Risk Level,MstarId,,
IDFC Dynamic Bond Dir Prdic Div,Moderate Risk,F00000UETD,,
IDFC Dynamic Bond Dir Qt Div,Moderate Risk,F00000PCT7,,
IDFC Dynamic Bond Reg Ann Div,Moderate Risk,F00000PAIQ,,
IDFC Dynamic Bond Reg Div,Moderate Risk,F000002R44,,
IDFC Dynamic Bond Reg Gr,Moderate Risk,F000002QZ9,,
IDFC Dynamic Bond Reg HY Div,Moderate Risk,F00000Q4KN,,
IDFC Dynamic Bond Reg Periodic Div,Moderate Risk,F00000V2SA,,
IDFC Dynamic Bond Reg Qt Div,Moderate Risk,F00000OUL7,,
IDFC Dynamic Equity Dir Div,Moderate High Risk,F00000UKG1,,
IDFC Dynamic Equity Dir Gr,Moderate High Risk,F00000UKG0,,
IDFC Dynamic Equity Reg Div,Moderate High Risk,F00000UKFZ,,
IDFC Dynamic Equity Reg Gr,Moderate High Risk,F00000UKFY,,
IDFC Equity B Div,Moderate High Risk,F000003WEA,,
IDFC Equity B Gr,Moderate High Risk,F000003WEB,,
IDFC Equity Dir Div,Moderate High Risk,F00000PE5F,,
IDFC Equity Dir Gr,Moderate High Risk,F00000PCT9,,
IDFC Equity Reg Div,Moderate High Risk,F000000C7Q,,
IDFC Equity Reg Gr,Moderate High Risk,F000000CHQ,,
IDFC Gov Sec Inv A Gr,Moderate Risk,F0GBR06SLA,,
IDFC Gov Sec Inv A HY Div,Moderate Risk,F0GBR06SLB,,
IDFC Gov Sec Inv A Qt Div,Moderate Risk,F0GBR06SLC,,
IDFC Gov Sec Inv A Yr Div,Moderate Risk,F0GBR06SL8,,
IDFC Gov Sec Inv Dir Ann Div,Moderate Risk,F00000PV9F,,
IDFC Gov Sec Inv Dir Div,Moderate Risk,F00000PCTA,,
IDFC Gov Sec Inv Dir Gr,Moderate Risk,F00000PCTB,,
IDFC Gov Sec Inv Dir HY Div,Moderate Risk,F00000PSMQ,,
IDFC Gov Sec Inv Dir Prdic Div,Moderate Risk,F00000UETC,,
IDFC Gov Sec Inv Dir Qt Div,Moderate Risk,F00000PCTC,,
IDFC Gov Sec Inv Reg Ann Div,Moderate Risk,F00000P9ED,,
IDFC Gov Sec Inv Reg Div,Moderate Risk,F000002SF1,,
IDFC Gov Sec Inv Reg Gr,Moderate Risk,F000002R6Z,,
IDFC Gov Sec Inv Reg HY Div,Moderate Risk,F00000PFXN,,
IDFC Gov Sec Inv Reg Prdic Div,Moderate Risk,F00000V51T,,
IDFC Gov Sec Inv Reg Qt Div,Moderate Risk,F00000P7QL,,
IDFC Gov Sec PF B Gr,Moderate Risk,F0000043NG,,
IDFC Gov Sec PF B Qt Div,Moderate Risk,F0000043NF,,
IDFC Gov Sec PF Dir Gr,Moderate Risk,F00000PCTD,,
IDFC Gov Sec PF Dir Prdic Div,Moderate Risk,F00000UETB,,
IDFC Gov Sec PF Dir Qt Div,Moderate Risk,F00000PFE4,,
IDFC Gov Sec PF Dir Yr Div,Moderate Risk,F00000PCTE,,
IDFC Gov Sec PF Reg Gr,Moderate Risk,F0GBR06SLK,,
IDFC Gov Sec PF Reg Prdic Div,Moderate Risk,F00000VGVJ,,
IDFC Gov Sec PF Reg Qt Div,Moderate Risk,F0GBR06SLL,,
IDFC Gov Sec PF Reg Yr Div,Moderate Risk,F0GBR06SLH,,
IDFC Gov Sec S/T Dir Gr,Moderate Risk,F00000PCTF,,
IDFC Gov Sec S/T Dir Mn Div,Moderate Risk,F00000PEQH,,
IDFC Gov Sec S/T Dir Prdic Div,Moderate Risk,F00000UETA,,
IDFC Gov Sec S/T Dir Qt Div,Moderate Risk,F00000UR28,,
IDFC Gov Sec S/T Dir Wk Div,Moderate Risk,F00000PEQG,,
IDFC Gov Sec S/T Reg Gr,Moderate Risk,F0GBR06SLE,,
IDFC Gov Sec S/T Reg Mn Div,Moderate Risk,F0GBR06SLD,,
IDFC Gov Sec S/T Reg Qt Div,Moderate Risk,F0GBR06SLF,,
IDFC Gov Sec S/T Reg Wk Div,Moderate Risk,F000002QZF,,
IDFC Imperial Equity B Div,Moderate High Risk,F00000NROU,,
IDFC Imperial Equity B Gr,Moderate High Risk,F00000NROV,,
IDFC Imperial Equity Dir Div,Moderate High Risk,F00000PCTG,,
IDFC Imperial Equity Dir Gr,Moderate High Risk,F00000PCTH,,
IDFC Imperial Equity Reg Div,Moderate High Risk,F0GBR06R95,,
IDFC Imperial Equity Reg Gr,Moderate High Risk,F0GBR06R94,,
IDFC Infrastructure Dir Div,High Risk,F00000PCTJ,,
IDFC Infrastructure Dir Gr,High Risk,F00000PCTK,,
IDFC Infrastructure Reg Div,High Risk,F00000MI99,,
IDFC Infrastructure Reg Gr,High Risk,F00000MI98,,
IDFC MIP Dir Div,Moderate Risk,F00000PCTL,,
IDFC MIP Dir Gr,Moderate Risk,F00000PCTM,,
IDFC MIP Dir Qt Div,Moderate Risk,F00000PCTN,,
IDFC MIP Reg Div,Moderate Risk,F000005NTZ,,
IDFC MIP Reg Gr,Moderate Risk,F000005NU0,,
IDFC MIP Reg Qt Div,Moderate Risk,F00000NPG2,,
IDFC Money Mgr Invmt A Dl Div,Moderate Low Risk,F000000IEV,,
IDFC Money Mgr Invmt A Gr,Moderate Low Risk,F0GBR06SJP,,
IDFC Money Mgr Invmt A Mn Div,Moderate Low Risk,F0GBR06SJQ,,
IDFC Money Mgr Invmt A Qt Div,Moderate Low Risk,F0GBR06SJR,,
IDFC Money Mgr Invmt A Wk Div,Moderate Low Risk,F000002A6I,,
IDFC Money Mgr Invmt A Yr Div,Moderate Low Risk,F0GBR06SJS,,
IDFC Money Mgr Invmt Dir Ann Div,Moderate Low Risk,F00000PCTO,,
IDFC Money Mgr Invmt Dir Dl Div,Moderate Low Risk,F00000PCTP,,
IDFC Money Mgr Invmt Dir Gr,Moderate Low Risk,F00000PE5M,,
IDFC Money Mgr Invmt Dir Mn Div,Moderate Low Risk,F00000PCTR,,
IDFC Money Mgr Invmt Dir Pd Div,Moderate Low Risk,F00000PM4B,,
IDFC Money Mgr Invmt Dir Wk Div,Moderate Low Risk,F00000PCTQ,,
IDFC Money Mgr Invmt Reg Ann Div,Moderate Low Risk,F000000IEU,,
IDFC Money Mgr Invmt Reg Dl Div,Moderate Low Risk,F000000IGL,,
IDFC Money Mgr Invmt Reg Gr,Moderate Low Risk,F000000IGK,,
IDFC Money Mgr Invmt Reg Mn Div,Moderate Low Risk,F000000IGJ,,
IDFC Money Mgr Invmt Reg Prdic Div,Moderate Low Risk,F00000VJNS,,
IDFC Money Mgr Invmt Reg Qt Div,Moderate Low Risk,F000000IGI,,
IDFC Money Mgr Invmt Reg Wk Div,Moderate Low Risk,F000000IGH,,
IDFC Money Mgr Trs B Dl Div,Moderate Low Risk,F0GBR06SJX,,
IDFC Money Mgr Trs B Gr,Moderate Low Risk,F0GBR06SJZ,,
IDFC Money Mgr Trs B Mn Div,Moderate Low Risk,F000002R3M,,
IDFC Money Mgr Trs B Wk Div,Moderate Low Risk,F0GBR06SK0,,
IDFC Money Mgr Trs C Dl Div,Moderate Low Risk,F0GBR06SK1,,
IDFC Money Mgr Trs C Gr,Moderate Low Risk,F000002C12,,
IDFC Money Mgr Trs D Dl Div,Moderate Low Risk,F00000NS2S,,
IDFC Money Mgr Trs D Gr,Moderate Low Risk,F00000NS2R,,
IDFC Money Mgr Trs Dir Dl Div,Moderate Low Risk,F00000PCTT,,
IDFC Money Mgr Trs Dir Gr,Moderate Low Risk,F00000PCTS,,
IDFC Money Mgr Trs Dir Mn Div,Moderate Low Risk,F00000PCTV,,
IDFC Money Mgr Trs Dir Prdic Div,Moderate Low Risk,F00000UET9,,
IDFC Money Mgr Trs Dir Wk Div,Moderate Low Risk,F00000PCTU,,
IDFC Money Mgr Trs F Gr,Moderate Low Risk,F000005OH9,,
IDFC Money Mgr Trs Reg Dl Div,Moderate Low Risk,F0GBR06SJT,,
IDFC Money Mgr Trs Reg Gr,Moderate Low Risk,F0GBR06SJU,,
IDFC Money Mgr Trs Reg Mn Div,Moderate Low Risk,F0GBR06SJV,,
IDFC Money Mgr Trs Reg Periodic Div,Moderate Low Risk,F00000VU6M,,
IDFC Money Mgr Trs Reg Wk Div,Moderate Low Risk,F0GBR06SJW,,
IDFC Nifty Dir Div,Moderate High Risk,F00000PCTX,,
IDFC Nifty Dir Gr,Moderate High Risk,F00000PCTW,,
IDFC Nifty Reg Div,Moderate High Risk,F00000H45F,,
IDFC Nifty Reg Gr,Moderate High Risk,F00000H45E,,
IDFC Premier Equity B Div,Moderate High Risk,F00000JQA7,,
IDFC Premier Equity B Gr,Moderate High Risk,F00000JQA6,,
IDFC Premier Equity Dir Div,Moderate High Risk,F00000PCTZ,,
IDFC Premier Equity Dir Gr,Moderate High Risk,F00000PCTY,,
IDFC Premier Equity Reg Div,Moderate High Risk,F0GBR06R9E,,
IDFC Premier Equity Reg Gr,Moderate High Risk,F0GBR06R9H,,
IDFC SS Inc Inv C Div,Moderate Risk,F000002QZN,,
IDFC SS Inc Inv Dir Gr,Moderate Risk,F00000PCU1,,
IDFC SS Inc Inv Dir HY Div,Moderate Risk,F00000PFED,,
IDFC SS Inc Inv Dir Prdic Div,Moderate Risk,F00000UET8,,
IDFC SS Inc Inv Dir Qt Div,Moderate Risk,F00000PFXW,,
IDFC SS Inc Inv Dir Yr Div,Moderate Risk,F00000PKDG,,
IDFC SS Inc Inv F Gr,Moderate Risk,F00000GUR9,,
IDFC SS Inc Inv Reg Gr,Moderate Risk,F0GBR06SLN,,
IDFC SS Inc Inv Reg HY Div,Moderate Risk,F0GBR06SLO,,
IDFC SS Inc Inv Reg Prdic Div,Moderate Risk,F00000W7SH,,
IDFC SS Inc Inv Reg Qt Div,Moderate Risk,F0GBR06SLP,,
IDFC SS Inc Inv Reg Yr Div,Moderate Risk,F0GBR06SLM,,
IDFC SS Inc M/T B Inst Div,Moderate Risk,F000002R3A,,
IDFC SS Inc M/T B Inst Gr,Moderate Risk,F000002R3W,,
IDFC SS Inc M/T Dir Bi-M Div,Moderate Risk,F00000PH2A,,
IDFC SS Inc M/T Dir Dl Div,Moderate Risk,F00000PXTT,,
IDFC SS Inc M/T Dir Fr Div,Moderate Risk,F00000PFLM,,
IDFC SS Inc M/T Dir Gr,Moderate Risk,F00000PCU0,,
IDFC SS Inc M/T Dir Mn Div,Moderate Risk,F00000PCU3,,
IDFC SS Inc M/T Dir Prdic Div,Moderate Risk,F00000UET7,,
IDFC SS Inc M/T Dir Qt Div,Moderate Risk,F00000PCU2,,
IDFC SS Inc M/T F Div,Moderate Risk,F00000GUR7,,
IDFC SS Inc M/T F Gr,Moderate Risk,F00000GUR6,,
IDFC SS Inc M/T Reg Bi-M Div,Moderate Risk,F0GBR06SLQ,,
IDFC SS Inc M/T Reg Dl Div,Moderate Risk,F000000IF3,,
IDFC SS Inc M/T Reg Fr Div,Moderate Risk,F000000IF4,,
IDFC SS Inc M/T Reg Gr,Moderate Risk,F0GBR06RLV,,
IDFC SS Inc M/T Reg Mn Div,Moderate Risk,F000000IF5,,
IDFC SS Inc M/T Reg Qt Div,Moderate Risk,F00000NPG1,,
IDFC SS Inc S/T B Fr Div,Moderate Low Risk,F000000IPN,,
IDFC SS Inc S/T B Gr,Moderate Low Risk,F000002R3Y,,
IDFC SS Inc S/T B Mn Div,Moderate Low Risk,F000002XTU,,
IDFC SS Inc S/T C Gr,Moderate Low Risk,F000002R40,,
IDFC SS Inc S/T C Mn Div,Moderate Low Risk,F0GBR06RM0,,
IDFC SS Inc S/T C Super Instl Fr Div,Moderate Low Risk,F000000IPM,,
IDFC SS Inc S/T D Fr Div,Moderate Low Risk,F000002QYI,,
IDFC SS Inc S/T D Gr,Moderate Low Risk,F000002XU0,,
IDFC SS Inc S/T D Mn Div,Moderate Low Risk,F000002XTV,,
IDFC SS Inc S/T Dir Fr Div,Moderate Low Risk,F00000PCU5,,
IDFC SS Inc S/T Dir Gr,Moderate Low Risk,F00000PCU4,,
IDFC SS Inc S/T Dir Mn Div,Moderate Low Risk,F00000PCU7,,
IDFC SS Inc S/T Dir Prdic Div,Moderate Low Risk,F00000UET6,,
IDFC SS Inc S/T F Div,Moderate Low Risk,F000005OH8,,
IDFC SS Inc S/T F Gr,Moderate Low Risk,F000005OH7,,
IDFC SS Inc S/T Reg Fr Div,Moderate Low Risk,F000000IO2,,
IDFC SS Inc S/T Reg Gr,Moderate Low Risk,F0GBR06RLW,,
IDFC SS Inc S/T Reg Mn Div,Moderate Low Risk,F0GBR06SLR,,
IDFC SS Inc S/T Reg Prdic Div,Moderate Low Risk,F00000V90M,,
IDFC Sterling Equity Dir Div,Moderate High Risk,F00000PCU6,,
IDFC Sterling Equity Dir Gr,Moderate High Risk,F00000PCU9,,
IDFC Sterling Equity Reg Div,Moderate High Risk,F0000019W6,,
IDFC Sterling Equity Reg Gr,Moderate High Risk,F000001A16,,
IDFC Tax Advantage (ELSS) Dir Div,Moderate High Risk,F00000PCUB,,
IDFC Tax Advantage (ELSS) Dir Gr,Moderate High Risk,F00000PCUA,,
IDFC Tax Advantage (ELSS) Reg Div,Moderate High Risk,F000002SJQ,,
IDFC Tax Advantage (ELSS) Reg Gr,Moderate High Risk,F000002R6N,,
IDFC US/T Dir Dl Div,Moderate Low Risk,F00000PCUD,,
IDFC US/T Dir Gr,Moderate Low Risk,F00000PCUC,,
IDFC US/T Dir Mn Div,Moderate Low Risk,F00000PCUF,,
IDFC US/T Dir Pd Div,Moderate Low Risk,F00000PH2B,,
IDFC US/T Dir Qt Div,Moderate Low Risk,F00000PCUE,,
IDFC US/T Dir Wk Div,Moderate Low Risk,F00000PCUH,,
IDFC US/T Reg Dl Div,Moderate Low Risk,F0GBR06R96,,
IDFC US/T Reg Gr,Moderate Low Risk,F0GBR06R9A,,
IDFC US/T Reg Mn Div,Moderate Low Risk,F0GBR06R97,,
IDFC US/T Reg Pd Div,Moderate Low Risk,F00000NPG4,,
IDFC US/T Reg Qt Div,Moderate Low Risk,F00000NJ9N,,
IDFC US/T Reg Wk Div,Moderate Low Risk,F0GBR06R98,,
IIFL Dynamic Bond Dir Gr,Moderate Risk,F00000Q30Y,,
IIFL Dynamic Bond Dir HY Div,Moderate Risk,F00000Q310,,
IIFL Dynamic Bond Dir Mn Div,Moderate Risk,F00000Q30Z,,
IIFL Dynamic Bond Dir Qt Div,Moderate Risk,F00000V5V9,,
IIFL Dynamic Bond Reg Bonus,Moderate Risk,F00000Q30U,,
IIFL Dynamic Bond Reg Gr,Moderate Risk,F00000Q30T,,
IIFL Dynamic Bond Reg HY Div,Moderate Risk,F00000Q30X,,
IIFL Dynamic Bond Reg Mn Div,Moderate Risk,F00000Q30V,,
IIFL Dynamic Bond Reg Qt Div,Moderate Risk,F00000Q30W,,
IIFL India Growth Dir Div,Moderate High Risk,F00000UNZS,,
IIFL India Growth Dir Gr,Moderate High Risk,F00000UNZR,,
IIFL India Growth Reg Div,Moderate High Risk,F00000UNZQ,,
IIFL India Growth Reg Gr,Moderate High Risk,F00000UNZP,,
IIFL Liquid Dir Dl Div Reinv,Low Risk,F00000QSW5,,
IIFL Liquid Dir Gr,Low Risk,F00000QSW4,,
IIFL Liquid Dir HY Div,Low Risk,F00000QSW6,,
IIFL Liquid Reg Dl Div Reinv,Low Risk,F00000QSVZ,,
IIFL Liquid Reg Fr Div,Low Risk,F00000QSW1,,
IIFL Liquid Reg Gr,Low Risk,F00000QSW7,,
IIFL Liquid Reg HY Div,Low Risk,F00000QSW3,,
IIFL Liquid Reg Mn Div,Low Risk,F00000QSW2,,
IIFL Liquid Reg Wk Div,Low Risk,F00000QSW0,,
India Dynamic Bond A,,F00000WKOA,,
India Dynamic Bond B,,F00000WKOB,,
Indiabulls Arbitrage Dir Div,Moderate Risk,F00000V5RJ,,
Indiabulls Arbitrage Dir Gr,Moderate Risk,F00000V5RI,,
Indiabulls Arbitrage Reg Div,Moderate Risk,F00000V5RH,,
Indiabulls Arbitrage Reg Gr,Moderate Risk,F00000V5RG,,
Indiabulls Blue Chip Dir Div,High Risk,F00000PCUI,,
Indiabulls Blue Chip Dir Gr,High Risk,F00000PCUL,,
Indiabulls Blue Chip Div,High Risk,F00000NQAI,,
Indiabulls Blue Chip Gr,High Risk,F00000NQAH,,
Indiabulls Gilt Fund Dir Fr Div,Low Risk,F00000WY1C,,
Indiabulls Gilt Fund Dir Gr,Low Risk,F00000PF1T,,
Indiabulls Gilt Fund Dir Mn Div,Low Risk,F00000WPG0,,
Indiabulls Gilt Fund Dir Wk Div,Low Risk,F00000PF1V,,
Indiabulls Gilt Fund Indir Fr Div,Low Risk,F00000PF1W,,
Indiabulls Gilt Fund Indir Gr,Low Risk,F00000PF1X,,
Indiabulls Gilt Fund Indir Mn Div,Low Risk,F00000PF1Y,,
Indiabulls Gilt Fund Indir Wk Div,Low Risk,F00000PF1Z,,
Indiabulls Income Fund Dir Gr,Low Risk,F00000PN2U,,
Indiabulls Income Fund Dir HY Div,Low Risk,F00000PN2V,,
Indiabulls Income Fund Dir Mn Div,Low Risk,F00000PN2W,,
Indiabulls Income Fund Dir Qt Div,Low Risk,F00000PN2X,,
Indiabulls Income Fund Reg Gr,Low Risk,F00000PN2Q,,
Indiabulls Income Fund Reg HY Div,Low Risk,F00000PN2R,,
Indiabulls Income Fund Reg Mn Div,Low Risk,F00000PN2S,,
Indiabulls Income Fund Reg Qt Div,Low Risk,F00000PN2T,,
Indiabulls Liquid Dl Div,Low Risk,F00000NBHD,,
Indiabulls Liquid Fund Dir Dl Div,Low Risk,F00000PCUK,,
Indiabulls Liquid Fund Dir Gr,Low Risk,F00000PCUN,,
Indiabulls Liquid Fund Dir Mthly Div,Low Risk,F00000Q4KM,,
Indiabulls Liquid Fund Dir Wk Div,Low Risk,F00000T2PE,,
Indiabulls Liquid Gr,Low Risk,F00000NBHC,,
Indiabulls Liquid Mn Div,Low Risk,F00000NBHG,,
Indiabulls Liquid Wk Div,Low Risk,F00000NBHE,,
Indiabulls S/T Dir Ft Div,Low Risk,F00000WVMI,,
Indiabulls S/T Dir Gr,Low Risk,F00000QFPK,,
Indiabulls S/T Dir Mn Div,Low Risk,F00000QFPM,,
Indiabulls S/T Dir Wk Div,Low Risk,F00000QFPL,,
Indiabulls S/T Reg Gr,Low Risk,F00000QFPH,,
Indiabulls S/T Reg Mn Div,Low Risk,F00000QFPJ,,
Indiabulls S/T Reg Wk Div,Low Risk,F00000QFPI,,
Indiabulls US/T Dir DI Div,Low Risk,F00000PCUM,,
Indiabulls US/T Dir Fr Div,Low Risk,F00000V3DV,,
Indiabulls US/T Dir Gr,Low Risk,F00000PCUP,,
Indiabulls US/T Dir Mn Div,Low Risk,F00000SQO2,,
Indiabulls US/T Dir Wk Div,Low Risk,F00000PCUO,,
Indiabulls US/T Dl Div,Low Risk,F00000NNME,,
Indiabulls US/T Gr,Low Risk,F00000NK4Y,,
Indiabulls US/T Mn Div,Low Risk,F00000NKNO,,
Indiabulls US/T Wk Div,Low Risk,F00000NK4Z,,
Indiabulls Value Discovery Dir Div,Moderate High Risk,F00000WAI3,,
Indiabulls Value Discovery Dir Gr,Moderate High Risk,F00000WAI2,,
Indiabulls Value Discovery Reg Div,Moderate High Risk,F00000WAI1,,
Indiabulls Value Discovery Reg Gr,Moderate High Risk,F00000WAI0,,
JM Arbitrage Advantage Ann Bns,Moderate Low Risk,F00000V5V3,,
JM Arbitrage Advantage Ann Div,Moderate Low Risk,F00000W4XX,,
JM Arbitrage Advantage Bns,Moderate Low Risk,F00000TVEZ,,
JM Arbitrage Advantage Dir Ann Bns,Moderate Low Risk,F00000V5V8,,
JM Arbitrage Advantage Dir Ann Div,Moderate Low Risk,F00000W4Y3,,
JM Arbitrage Advantage Dir Bns,Moderate Low Risk,F00000TUZN,,
JM Arbitrage Advantage Dir Div,Moderate Low Risk,F00000PCWG,,
JM Arbitrage Advantage Dir Gr,Moderate Low Risk,F00000PCWK,,
JM Arbitrage Advantage Dir Hly Bns,Moderate Low Risk,F00000V5V7,,
JM Arbitrage Advantage Dir HY Div,Moderate Low Risk,F00000W4Y1,,
JM Arbitrage Advantage Dir Mn Div,Moderate Low Risk,F00000W4Y2,,
JM Arbitrage Advantage Dir Qt Bns,Moderate Low Risk,F00000V5VA,,
JM Arbitrage Advantage Dir Qt Div,Moderate Low Risk,F00000W4Y4,,
JM Arbitrage Advantage Div,Moderate Low Risk,F000000C71,,
JM Arbitrage Advantage Gr,Moderate Low Risk,F000000CBT,,
JM Arbitrage Advantage Hly Bns,Moderate Low Risk,F00000V5V6,,
JM Arbitrage Advantage HY Div,Moderate Low Risk,F00000W4Y0,,
JM Arbitrage Advantage Mn Div,Moderate Low Risk,F00000W4XY,,
JM Arbitrage Advantage Qt Bns,Moderate Low Risk,F00000V5V5,,
JM Arbitrage Advantage Qt Div,Moderate Low Risk,F00000W4XZ,,
JM Balanced Ann Bns princ,Moderate High Risk,F00000V5US,,
JM Balanced Ann Div,Moderate High Risk,F00000UGZH,,
JM Balanced Bns Princ,Moderate High Risk,F00000V5UP,,
JM Balanced Dir Ann Bns,Moderate High Risk,F00000U2AA,,
JM Balanced Dir Ann Div,Moderate High Risk,F00000UGZI,,
JM Balanced Dir Bns Princ,Moderate High Risk,F00000V5UL,,
JM Balanced Dir Div,Moderate High Risk,F00000PCWJ,,
JM Balanced Dir Gr,Moderate High Risk,F00000PCWM,,
JM Balanced Dir Hly Bns Princ,Moderate High Risk,F00000V5UM,,
JM Balanced Dir Hly Div,Moderate High Risk,F00000V5UK,,
JM Balanced Dir Mn Div,Moderate High Risk,F00000V5UN,,
JM Balanced Dir Qt Bns Princ,Moderate High Risk,F00000V5UO,,
JM Balanced Dir Qt Div,Moderate High Risk,F00000V5UQ,,
JM Balanced Div,Moderate High Risk,F0GBR06RTJ,,
JM Balanced Gr,Moderate High Risk,F0GBR06RTK,,
JM Balanced Hly Bns Princ,Moderate High Risk,F00000V5UU,,
JM Balanced Hly Div,Moderate High Risk,F00000V5UR,,
JM Balanced Mn Div,Moderate High Risk,F00000V5UW,,
JM Balanced Qt Bns Princ,Moderate High Risk,F00000V5UT,,
JM Balanced Qt Div,Moderate High Risk,F00000V5UV,,
JM Basic Dir Div,High Risk,F00000PCWL,,
JM Basic Dir Gr,High Risk,F00000PCWO,,
JM Basic Div,High Risk,F000000JSA,,
JM Basic Gr,High Risk,F0GBR06RTL,,
JM Core 11 Dir Div,High Risk,F00000PCWQ,,
JM Core 11 Dir Gr,High Risk,F00000PCWN,,
JM Core 11 Div,High Risk,F0000019WC,,
JM Core 11 Gr,High Risk,F000001A1C,,
JM Equity Ann Div,Moderate High Risk,F00000W0Y9,,
JM Equity Dir Ann Div,Moderate High Risk,F00000W0Y6,,
JM Equity Dir Div,Moderate High Risk,F00000PCWP,,
JM Equity Dir Gr,Moderate High Risk,F00000PCWS,,
JM Equity Dir HY Div,Moderate High Risk,F00000W0Y5,,
JM Equity Dir Mn Div,Moderate High Risk,F00000W0Y4,,
JM Equity Dir Qt Div,Moderate High Risk,F00000W0Y8,,
JM Equity Div,Moderate High Risk,F0GBR06RTR,,
JM Equity Gr,Moderate High Risk,F0GBR06RTS,,
JM Equity HY Div,Moderate High Risk,F00000W0Y3,,
JM Equity Mn Div,Moderate High Risk,F00000W0Y7,,
JM Equity Qt Div,Moderate High Risk,F00000W0Y2,,
JM Floater L/T Bns Princ,Moderate Low Risk,F00000PTTZ,,
JM Floater L/T Dir Bns Princ,Moderate Low Risk,F00000PTTY,,
JM Floater L/T Dir Div,Moderate Low Risk,F00000PCWR,,
JM Floater L/T Dir Dl Div,Moderate Low Risk,F00000PCWT,,
JM Floater L/T Dir Gr,Moderate Low Risk,F00000PCWU,,
JM Floater L/T Dir Hly Bns Princ,Moderate Low Risk,F00000V5UZ,,
JM Floater L/T Dir Mn Div,Moderate Low Risk,F00000V5V4,,
JM Floater L/T Dir Wk Div,Moderate Low Risk,F00000PCWV,,
JM Floater L/T Div,Moderate Low Risk,F0GBR06RU7,,
JM Floater L/T Dl Div,Moderate Low Risk,F000000IDI,,
JM Floater L/T Gr,Moderate Low Risk,F0GBR06RU8,,
JM Floater L/T Hly Bns Princ,Moderate Low Risk,F00000V5V2,,
JM Floater L/T Mn Div,Moderate Low Risk,F00000V5V1,,
JM Floater L/T Premium Div,Moderate Low Risk,F0GBR06RU9,,
JM Floater L/T Premium Dl Div,Moderate Low Risk,F000000ICN,,
JM Floater L/T Premium Gr,Moderate Low Risk,F0GBR06RUA,,
JM Floater L/T Premium Wk Div,Moderate Low Risk,F000000ICY,,
JM Floater L/T Wk Div,Moderate Low Risk,F000000I6G,,
JM Floater S/T Bns Princ,Low Risk,F00000PTU7,,
JM Floater S/T Dir Bns Princ,Low Risk,F00000PTU6,,
JM Floater S/T Dir Dl Div,Low Risk,F00000PCWW,,
JM Floater S/T Dir Gr,Low Risk,F00000PCWX,,
JM Floater S/T Dir Hly Bns Princ,Low Risk,F00000V5UY,,
JM Floater S/T Dir Mn Div,Low Risk,F00000VEPE,,
JM Floater S/T Dl Div,Low Risk,F0GBR06RUB,,
JM Floater S/T Gr,Low Risk,F0GBR06RUD,,
JM Floater S/T Hly Bns Princ,Low Risk,F00000V5UX,,
JM Floater S/T Mn Div,Low Risk,F00000V5V0,,
JM Gov Sec Ann Div,Moderate Risk,F00000VSRC,,
JM Gov Sec Bns Princ,Moderate Risk,F0GBR06RUI,,
JM Gov Sec Dir Ann Div,Moderate Risk,F00000VSRF,,
JM Gov Sec Dir Bns Princ,Moderate Risk,F00000PCWY,,
JM Gov Sec Dir Div,Moderate Risk,F00000PCWZ,,
JM Gov Sec Dir Gr,Moderate Risk,F00000PCX0,,
JM Gov Sec Dir Hlf Yr Div,Moderate Risk,F00000VSRE,,
JM Gov Sec Dir Mn Div,Moderate Risk,F00000VSRI,,
JM Gov Sec Div,Moderate Risk,F0GBR06RUH,,
JM Gov Sec Gr,Moderate Risk,F0GBR06RUJ,,
JM Gov Sec Hlf Yr Div,Moderate Risk,F00000VSRH,,
JM Gov Sec Mn Div,Moderate Risk,F00000VSRD,,
JM High Liquidity Bns Princ,Low Risk,F0GBR06RUP,,
JM High Liquidity Dir Bns Princ,Low Risk,F00000PE59,,
JM High Liquidity Dir Dl Div,Low Risk,F00000PCX3,,
JM High Liquidity Dir Gr,Low Risk,F00000PCX4,,
JM High Liquidity Dir Qt Div,Low Risk,F00000PCX5,,
JM High Liquidity Dir Wk Div,Low Risk,F00000PCX2,,
JM High Liquidity Dl Div,Low Risk,F0GBR06RUO,,
JM High Liquidity Gr,Low Risk,F0GBR06RUU,,
JM High Liquidity Instl Dl Div,Low Risk,F0GBR06RUT,,
JM High Liquidity Instl Gr,Low Risk,F0GBR06RUW,,
JM High Liquidity Qt Div,Low Risk,F0GBR06RUR,,
JM High Liquidity Sup Instl Gr,Low Risk,F0GBR06RUX,,
JM High Liquidity Wk Div,Low Risk,F0GBR06RUS,,
JM Income Bns Princ,Moderate Risk,F0GBR06RV1,,
JM Income Dir Bns Princ,Moderate Risk,F00000PCX6,,
JM Income Dir Div,Moderate Risk,F00000PCX7,,
JM Income Dir Gr,Moderate Risk,F00000PCX8,,
JM Income Div,Moderate Risk,F0GBR06RV2,,
JM Income Gr,Moderate Risk,F0GBR06RV3,,
JM MIP Dir Bns,Moderate Risk,F00000VEYC,,
JM MIP Dir Gr,Moderate Risk,F00000PCX9,,
JM MIP Dir Mn Div,Moderate Risk,F00000PCXA,,
JM MIP Dir Qt Div,Moderate Risk,F00000PCXB,,
JM MIP Dir Yr Div,Moderate Risk,F00000PCXC,,
JM MIP Gr,Moderate Risk,F0GBR06RV5,,
JM MIP Mn Div,Moderate Risk,F0GBR06RV8,,
