Name,India Risk Level,MstarId,,
Birla Sun Life India GenNext Div,High Risk,F0GBR06S88,,
Birla Sun Life India GenNext Gr,High Risk,F0GBR06S89,,
Birla Sun Life India Opp Dir Div,High Risk,F00000PDPM,,
Birla Sun Life India Opp Dir Gr,High Risk,F00000PDPN,,
Birla Sun Life India Opp Div,High Risk,F0GBR06S8N,,
Birla Sun Life India Opp Gr,High Risk,F0GBR06S8O,,
Birla Sun Life India Reforms Dir Div,High Risk,F00000PDPO,,
Birla Sun Life India Reforms Dir Gr,High Risk,F00000PDPP,,
Birla Sun Life India Reforms Div,High Risk,F00000HH9O,,
Birla Sun Life India Reforms Gr,High Risk,F00000HH9N,,
Birla Sun Life Infrastructure Dir Div,High Risk,F00000PDPR,,
Birla Sun Life Infrastructure Dir Gr,High Risk,F00000PDPQ,,
Birla Sun Life Infrastructure Plan A Div,High Risk,F0GBR06S8P,,
Birla Sun Life Infrastructure Plan A Gr,High Risk,F0GBR06S8Q,,
Birla Sun Life International Eq A Dir Gr,High Risk,F00000PDPS,,
Birla Sun Life International Eq A Div,High Risk,F000001A38,,
Birla Sun Life International Eq A Gr,High Risk,F000001A37,,
Birla Sun Life International Eq B Dir Gr,High Risk,F00000PDPT,,
Birla Sun Life International Eq B Div,High Risk,F000001A36,,
Birla Sun Life International Eq B Gr,High Risk,F000001A35,,
Birla Sun Life Intl Equity A Dir Div,High Risk,F00000PDPU,,
Birla Sun Life Intl Equity B Dir Div,High Risk,F00000PDPV,,
Birla Sun Life M/T Dir Gr,Moderate Risk,F00000PDPX,,
Birla Sun Life M/T Dir HY Div,Moderate Risk,F00000PDPY,,
Birla Sun Life M/T Dir Mn Div,Moderate Risk,F00000PDPZ,,
Birla Sun Life M/T Dir Qt Div,Moderate Risk,F00000PDQ0,,
Birla Sun Life M/T Instl Gr,Moderate Risk,F000002SRB,,
Birla Sun Life M/T Reg Gr,Moderate Risk,F000002SSU,,
Birla Sun Life M/T Reg HY Div,Moderate Risk,F000002SST,,
Birla Sun Life M/T Reg Mn Div,Moderate Risk,F000002SRK,,
Birla Sun Life M/T Reg Qt Div,Moderate Risk,F000002SSQ,,
Birla Sun Life Manufacturing Eq Dir Div,High Risk,F00000VAVB,,
Birla Sun Life Manufacturing Eq Dir Gr,High Risk,F00000VAVA,,
Birla Sun Life Manufacturing Eq Reg Div,High Risk,F00000VAV9,,
Birla Sun Life Manufacturing Eq Reg Gr,High Risk,F00000VAV8,,
Birla Sun Life Mid Cap Dir Div,Moderate High Risk,F00000PDQ1,,
Birla Sun Life Mid Cap Dir Gr,Moderate High Risk,F00000PDQ2,,
Birla Sun Life Mid Cap Div,Moderate High Risk,F0GBR06S8R,,
Birla Sun Life Mid Cap Gr,Moderate High Risk,F0GBR06S8S,,
Birla Sun Life MIP Dir Gr,Moderate Risk,F00000PDQ3,,
Birla Sun Life MIP Dir Mn Div,Moderate Risk,F00000PDQ4,,
Birla Sun Life MIP II Svgs 5 Dir Gr,Moderate Risk,F00000PDQ5,,
Birla Sun Life MIP II Svgs 5 Dir Mn Div,Moderate Risk,F00000PDQ6,,
Birla Sun Life MIP II Svgs 5 Reg Gr,Moderate Risk,F0GBR06S8W,,
Birla Sun Life MIP II Svgs 5 Reg Mn Div,Moderate Risk,F0GBR06S8X,,
Birla Sun Life MIP II Wlth 25 Dir Gr,Moderate High Risk,F00000PDQ7,,
Birla Sun Life MIP II Wlth 25 Dir Mn Div,Moderate High Risk,F00000PDQ8,,
Birla Sun Life MIP II Wlth 25 Reg Gr,Moderate High Risk,F0GBR06S8Z,,
Birla Sun Life MIP II Wlth 25 Reg Mn Div,Moderate High Risk,F0GBR06S8Y,,
Birla Sun Life MIP Reg Gr,Moderate Risk,F0GBR06S8U,,
Birla Sun Life MIP Reg Mn Div,Moderate Risk,F0GBR06S8T,,
Birla Sun Life MNC Dir Div,Moderate High Risk,F00000PDQ9,,
Birla Sun Life MNC Dir Gr,Moderate High Risk,F00000PDQA,,
Birla Sun Life MNC Div,Moderate High Risk,F0GBR06S92,,
Birla Sun Life MNC Gr,Moderate High Risk,F0GBR06S94,,
Birla Sun Life Monthly Income Dir Gr,Moderate Risk,F00000PDQB,,
Birla Sun Life Monthly Income Dir Mn Div,Moderate Risk,F00000PEQT,,
Birla Sun Life Monthly Income Dir Qt Div,Moderate Risk,F00000PDQC,,
Birla Sun Life Monthly Income Reg Gr,Moderate Risk,F0GBR06S9V,,
Birla Sun Life Monthly Income Reg Mn Div,Moderate Risk,F0GBR06S9X,,
Birla Sun Life Monthly Income Reg Qt Div,Moderate Risk,F0GBR06S9W,,
Birla Sun Life New Millennium Dir Div,High Risk,F00000PFLS,,
Birla Sun Life New Millennium Dir Gr,High Risk,F00000PDQD,,
Birla Sun Life New Millennium Div,High Risk,F0GBR06S9Y,,
Birla Sun Life New Millennium Gr,High Risk,F0GBR06S9Z,,
Birla Sun Life Pure Value Dir Div,Moderate High Risk,F00000PFLB,,
Birla Sun Life Pure Value Dir Gr,Moderate High Risk,F00000PDQE,,
Birla Sun Life Pure Value Div,Moderate High Risk,F0000019WB,,
Birla Sun Life Pure Value Gr,Moderate High Risk,F000001A14,,
Birla Sun Life S/T DAP,Moderate Low Risk,F000002QZC,,
Birla Sun Life S/T Dir Div,Moderate Low Risk,F00000QI4V,,
Birla Sun Life S/T Dir Gr,Moderate Low Risk,F00000PDQF,,
Birla Sun Life S/T Dir Mn Div,Moderate Low Risk,F00000PDQG,,
Birla Sun Life S/T Opp Dir Div,Moderate Risk,F00000PDQH,,
Birla Sun Life S/T Opp Dir Gr,Moderate Risk,F00000PDQI,,
Birla Sun Life S/T Opp Dir Qt Div,Moderate Risk,F00000PDQJ,,
Birla Sun Life S/T Opp Instl Gr,Moderate Risk,F0000026OB,,
Birla Sun Life S/T Opp Reg Div,Moderate Risk,F0GBR06S62,,
Birla Sun Life S/T Opp Reg Gr,Moderate Risk,F0GBR06S63,,
Birla Sun Life S/T Opp Reg Qt Div,Moderate Risk,F000005NYC,,
Birla Sun Life S/T Reg Div,Moderate Low Risk,F00000QKFB,,
Birla Sun Life S/T Reg Gr,Moderate Low Risk,F0GBR06S9S,,
Birla Sun Life S/T Reg Mn Div,Moderate Low Risk,F0GBR06S9U,,
Birla Sun Life Sav DAP Gr,Moderate Low Risk,F000003U9G,,
Birla Sun Life Sav Dir Dl Div,Moderate Low Risk,F00000PDQK,,
Birla Sun Life Sav Dir Gr,Moderate Low Risk,F00000PDQL,,
Birla Sun Life Sav Dir Wk Div,Moderate Low Risk,F00000PDQM,,
Birla Sun Life Sav Dl Div,Moderate Low Risk,F000000IH6,,
Birla Sun Life Sav Gr,Moderate Low Risk,F0GBR06S66,,
Birla Sun Life Sav Retl Dl Div,Moderate Low Risk,F000002137,,
Birla Sun Life Sav Retl Gr,Moderate Low Risk,F0GBR06S68,,
Birla Sun Life Sav Retl Wk Div,Moderate Low Risk,F000000IHY,,
Birla Sun Life Sav Wk Div,Moderate Low Risk,F000000II0,,
Birla Sun Life Small & Midcap Dir Div,Moderate High Risk,F00000PDQN,,
Birla Sun Life Small & Midcap Dir Gr,Moderate High Risk,F00000PDQO,,
Birla Sun Life Small & Midcap Div,Moderate High Risk,F000000I3Q,,
Birla Sun Life Small & Midcap Gr,Moderate High Risk,F000000I3X,,
Birla Sun Life Special Situation Dir Div,High Risk,F00000PDQP,,
Birla Sun Life Special Situations Dir Gr,High Risk,F00000PDQQ,,
Birla Sun Life Special Situations Div,High Risk,F000001A3B,,
Birla Sun Life Special Situations Gr,High Risk,F000001A33,,
Birla Sun Life Tax Dir Div,Moderate High Risk,F00000PDQR,,
Birla Sun Life Tax Dir Gr,Moderate High Risk,F00000PDQS,,
Birla Sun Life Tax Div,Moderate High Risk,F0GBR06S6Q,,
Birla Sun Life Tax Gr,Moderate High Risk,F000000C40,,
Birla Sun Life Tax Relief 96 Dir Div,Moderate High Risk,F00000PDQT,,
Birla Sun Life Tax Relief 96 Dir Gr,Moderate High Risk,F00000PDQU,,
Birla Sun Life Tax Relief 96 Div,Moderate High Risk,F0GBR06S9A,,
Birla Sun Life Tax Relief 96 Gr,Moderate High Risk,F0000020YP,,
Birla Sun Life Tax Saving Bns,Moderate High Risk,F0GBR06RTE,,
Birla Sun Life Tax Saving Dir Bns,Moderate High Risk,F00000PCW9,,
Birla Sun Life Tax Saving Dir Div,Moderate High Risk,F00000PCWA,,
Birla Sun Life Tax Saving Dir Gr,Moderate High Risk,F00000PCWB,,
Birla Sun Life Tax Saving Div,Moderate High Risk,F0GBR06RTF,,
Birla Sun Life Tax Saving Gr,Moderate High Risk,F0GBR06RTG,,
Birla Sun Life Top 100 Dir Div,Moderate High Risk,F00000PDQV,,
Birla Sun Life Top 100 Dir Gr,Moderate High Risk,F00000PDQW,,
Birla Sun Life Top 100 Div,Moderate High Risk,F0GBR06SA4,,
Birla Sun Life Top 100 Gr,Moderate High Risk,F0GBR06SA5,,
Birla Sun Life Trs Optimizer DAP Gr,Moderate Risk,F000003U9I,,
Birla Sun Life Trs Optimizer Dir Div,Moderate Risk,F00000PDQY,,
Birla Sun Life Trs Optimizer Dir Gr,Moderate Risk,F00000PDQZ,,
Birla Sun Life Trs Optimizer Dir Mth Div,Moderate Risk,F00000PDQX,,
Birla Sun Life Trs Optimizer Dir Qtr Div,Moderate Risk,F00000PDR0,,
Birla Sun Life Trs Optimizer Reg Div,Moderate Risk,F00000212Q,,
Birla Sun Life Trs Optimizer Reg Gr,Moderate Risk,F00000213G,,
Birla Sun Life Trs Optimizer Reg Mth Div,Moderate Risk,F000002FQ6,,
Birla Sun Life Trs Optimizer Reg Qtr Div,Moderate Risk,F00000212W,,
Birla Sun Life Trs Optimizer Retl Gr,Moderate Risk,F0GBR06SA1,,
Birla Sun Life Trs Optimizer Retl Mt Div,Moderate Risk,F000002FQ7,,
Birla Sun Life Trs Optimizer Retl Qt Div,Moderate Risk,F000000JVX,,
BNP Paribas Bond Ann Div,Moderate Risk,F00000NS2F,,
BNP Paribas Bond Dir Ann Div,Moderate Risk,F00000PDR1,,
BNP Paribas Bond Dir Gr,Moderate Risk,F00000PDR2,,
BNP Paribas Bond Dir Mn Div,Moderate Risk,F00000PDR3,,
BNP Paribas Bond Dir Qt Div,Moderate Risk,F00000PDR4,,
BNP Paribas Bond Gr,Moderate Risk,F000002EL2,,
BNP Paribas Bond Mn Div,Moderate Risk,F000002R3X,,
BNP Paribas Bond Qt Div,Moderate Risk,F000002R3V,,
BNP Paribas Bond Reg Ann Div,Moderate Risk,F000002R3S,,
BNP Paribas Bond Reg Gr,Moderate Risk,F000002EHS,,
BNP Paribas Bond Reg Mn Div,Moderate Risk,F000002QZQ,,
BNP Paribas Bond Reg Qt Div,Moderate Risk,F000002R3P,,
BNP Paribas Dividend Yield Dir Div,Moderate High Risk,F00000PDR5,,
BNP Paribas Dividend Yield Dir Gr,Moderate High Risk,F00000PDR6,,
BNP Paribas Dividend Yield Div,Moderate High Risk,F0GBR06S4D,,
BNP Paribas Dividend Yield Gr,Moderate High Risk,F0GBR06S4E,,
BNP Paribas Equity Dir Div,Moderate High Risk,F00000PDR7,,
BNP Paribas Equity Dir Gr,Moderate High Risk,F00000PDR8,,
BNP Paribas Equity Div,Moderate High Risk,F0GBR06S4F,,
BNP Paribas Equity Gr,Moderate High Risk,F0GBR06S4G,,
BNP Paribas Flexi Debt A Gr,Moderate Risk,F000002SRE,,
BNP Paribas Flexi Debt A Qt Div,Moderate Risk,F000002SRQ,,
BNP Paribas Flexi Debt Dir Dl Div,Moderate Risk,F00000PDR9,,
BNP Paribas Flexi Debt Dir Gr,Moderate Risk,F00000PDRA,,
BNP Paribas Flexi Debt Dir HY Div,Moderate Risk,F00000PDRB,,
BNP Paribas Flexi Debt Dir Mn Div,Moderate Risk,F00000PDRC,,
BNP Paribas Flexi Debt Dir Qt Div,Moderate Risk,F00000PDRD,,
BNP Paribas Flexi Debt Dir Wk Div,Moderate Risk,F00000PDRE,,
BNP Paribas Flexi Debt Dl Div,Moderate Risk,F0GBR06S4J,,
BNP Paribas Flexi Debt Gr,Moderate Risk,F0GBR06S4K,,
BNP Paribas Flexi Debt HY Div,Moderate Risk,F0GBR06S4N,,
BNP Paribas Flexi Debt Mn Div,Moderate Risk,F00000NS2G,,
BNP Paribas Flexi Debt Qt Div,Moderate Risk,F0GBR06S4L,,
BNP Paribas Flexi Debt Wk Div,Moderate Risk,F0GBR06S4M,,
BNP Paribas Govt Sec Ann Div,Moderate Low Risk,F00000PX05,,
BNP Paribas Govt Sec Cal Qt Div,Moderate Low Risk,F00000PX04,,
BNP Paribas Govt Sec Dir Ann Div,Moderate Low Risk,F00000PX08,,
BNP Paribas Govt Sec Dir Gr,Moderate Low Risk,F00000PX06,,
BNP Paribas Govt Sec Dir Mn Div,Moderate Low Risk,F00000PX07,,
BNP Paribas Govt Sec Gr,Moderate Low Risk,F00000PX02,,
BNP Paribas Govt Sec HY Div,Moderate Low Risk,F00000WJUL,,
BNP Paribas Govt Sec Mn Div,Moderate Low Risk,F00000PX03,,
BNP Paribas Long Term Equity Dir Div,Moderate High Risk,F00000PDRZ,,
BNP Paribas Long Term Equity Dir Gr,Moderate High Risk,F00000PDS0,,
BNP Paribas Long Term Equity Div,Moderate High Risk,F0GBR06S5M,,
BNP Paribas Long Term Equity Gr,Moderate High Risk,F0GBR06S5L,,
BNP Paribas Medium Term Dir Ann Div,Moderate Risk,F00000SXDB,,
BNP Paribas Medium Term Dir Cal Qtr Div,Moderate Risk,F00000SXD9,,
BNP Paribas Medium Term Dir Gr,Moderate Risk,F00000SXD7,,
BNP Paribas Medium Term Dir HY Div,Moderate Risk,F00000SXDA,,
BNP Paribas Medium Term Dir Mn Div,Moderate Risk,F00000SXD8,,
BNP Paribas Medium Term Reg Ann Div,Moderate Risk,F00000SXD6,,
BNP Paribas Medium Term Reg Cal Qtr Div,Moderate Risk,F00000SXD4,,
BNP Paribas Medium Term Reg Gr,Moderate Risk,F00000SXD2,,
BNP Paribas Medium Term Reg HY Div,Moderate Risk,F00000SXD5,,
BNP Paribas Medium Term Reg Mn Div,Moderate Risk,F00000SXD3,,
BNP Paribas Mid Cap Dir Div,High Risk,F00000PDRH,,
BNP Paribas Mid Cap Dir Gr,High Risk,F00000PDRI,,
BNP Paribas Mid Cap Div,High Risk,F0GBR06S58,,
BNP Paribas Mid Cap Gr,High Risk,F0GBR06S5C,,
BNP Paribas MIP Dir Gr,Moderate Risk,F00000PDRJ,,
BNP Paribas MIP Dir Mn Div,Moderate Risk,F00000PDRK,,
BNP Paribas MIP Dir Qt Div,Moderate Risk,F00000PDRL,,
BNP Paribas MIP Reg Gr,Moderate Risk,F0GBR06S5D,,
BNP Paribas MIP Reg Mn Div,Moderate Risk,F0GBR06S5E,,
BNP Paribas MIP Reg Qt Div,Moderate Risk,F0GBR06S5F,,
BNP Paribas Money Plus Dir Dl Div,Low Risk,F00000PDRM,,
BNP Paribas Money Plus Dir Gr,Low Risk,F00000PDRN,,
BNP Paribas Money Plus Dir Mn Div,Low Risk,F00000PDRO,,
BNP Paribas Money Plus Dir Wk Div,Low Risk,F00000PDRP,,
BNP Paribas Money Plus Dl Div,Low Risk,F000001ADW,,
BNP Paribas Money Plus Gr,Low Risk,F0GBR06S50,,
BNP Paribas Money Plus Mn Div,Low Risk,F0GBR06S51,,
BNP Paribas Money Plus Reg Dl Div,Low Risk,F000001ADS,,
BNP Paribas Money Plus Reg Gr,Low Risk,F0GBR06S4X,,
BNP Paribas Money Plus Reg Mn Div,Low Risk,F0GBR06S4Y,,
BNP Paribas Money Plus Reg Wk Div,Low Risk,F0GBR06S4Z,,
BNP Paribas Money Plus Wk Div,Low Risk,F0GBR06S52,,
BNP Paribas Overnight Dir Dl Div,Low Risk,F00000PDRQ,,
BNP Paribas Overnight Dir Gr,Low Risk,F00000PDRR,,
BNP Paribas Overnight Dir Mn Div,Low Risk,F00000PDRS,,
BNP Paribas Overnight Dir Wk Div,Low Risk,F00000PDRT,,
BNP Paribas Overnight Dl Div,Low Risk,F0GBR06S47,,
BNP Paribas Overnight Gr,Low Risk,F0GBR06S4A,,
BNP Paribas Overnight Mn Div,Low Risk,F0GBR06S4B,,
BNP Paribas Overnight Reg Gr,Low Risk,F0GBR06S43,,
BNP Paribas Overnight Reg Mn Div,Low Risk,F0GBR06S49,,
BNP Paribas Overnight Reg Wk Div,Low Risk,F0GBR06S4C,,
BNP Paribas Overnight Wk Div,Low Risk,F00000NNFM,,
BNP Paribas S/T Income Dir Dl Div,Moderate Low Risk,F00000PDRU,,
BNP Paribas S/T Income Dir Gr,Moderate Low Risk,F00000PDRV,,
BNP Paribas S/T Income Dir Mn Div,Moderate Low Risk,F00000PDRW,,
BNP Paribas S/T Income Dir Qt Div,Moderate Low Risk,F00000PDRX,,
BNP Paribas S/T Income Dir Wk Div,Moderate Low Risk,F00000PDRY,,
BNP Paribas S/T Income Dl Div,Moderate Low Risk,F0GBR06S4S,,
BNP Paribas S/T Income Gr,Moderate Low Risk,F0GBR06S4T,,
BNP Paribas S/T Income Mn Div,Moderate Low Risk,F0GBR06S4U,,
BNP Paribas S/T Income Qt Div,Moderate Low Risk,F00000NS2I,,
BNP Paribas S/T Income Reg Gr,Moderate Low Risk,F0GBR06S4P,,
BNP Paribas S/T Income Reg Mn Div,Moderate Low Risk,F0GBR06S4V,,
BNP Paribas S/T Income Reg Qt Div,Moderate Low Risk,F000001AAK,,
BNP Paribas S/T Income Reg Wk Div,Moderate Low Risk,F0GBR06S4W,,
BNP Paribas S/T Income Wk Div,Moderate Low Risk,F000000IHM,,
BOI AXA Corporate Credit Spectrum Dir Gr,Moderate Risk,F00000VFLC,,
BOI AXA Corporate Credit Spectrum Reg Gr,Moderate Risk,F00000VFLB,,
BOI AXA Equity Debt Rebalancer Dir Div,Moderate High Risk,F00000T1PI,,
BOI AXA Equity Debt Rebalancer Dir Gr,Moderate High Risk,F00000T1PJ,,
BOI AXA Equity Debt Rebalancer Reg Div,Moderate High Risk,F00000T1PK,,
BOI AXA Equity Debt Rebalancer Reg Gr,Moderate High Risk,F00000T1PL,,
BOI AXA Equity Dir Gr,Moderate High Risk,F00000PDS2,,
BOI AXA Equity Dir Qt Div,Moderate High Risk,F00000PDS3,,
BOI AXA Equity Dir Reg Div,Moderate High Risk,F00000PDS1,,
BOI AXA Equity Direct Bonus,Moderate High Risk,F00000SCJO,,
BOI AXA Equity Eco Bns,Moderate High Risk,F000002E8V,,
BOI AXA Equity Eco Gr,Moderate High Risk,F000002E8Y,,
BOI AXA Equity Eco Qt Div,Moderate High Risk,F000002E91,,
BOI AXA Equity Eco Reg Div,Moderate High Risk,F000002E8X,,
BOI AXA Equity Reg Bns,Moderate High Risk,F000002E93,,
BOI AXA Equity Reg Gr,Moderate High Risk,F000002E95,,
BOI AXA Equity Reg Qt Div,Moderate High Risk,F000002E96,,
BOI AXA Equity Reg Reg Div,Moderate High Risk,F000002E94,,
BOI AXA Liquid Dir Dl Div,Low Risk,F00000PDS5,,
BOI AXA Liquid Dir Gr,Low Risk,F00000PDS6,,
BOI AXA Liquid Dir Wk Div,Low Risk,F00000PFLT,,
BOI AXA Liquid Reg Dl Div,Low Risk,F00000NNFG,,
BOI AXA Liquid Reg Gr,Low Risk,F000002AEM,,
BOI AXA Liquid Reg Wk Div,Low Risk,F000002A9M,,
BOI AXA Manufacturing & Infra Dir Div,High Risk,F00000PFE5,,
BOI AXA Manufacturing & Infra Dir Gr,High Risk,F00000PDS4,,
BOI AXA Manufacturing & Infra Dir Qt Dv,High Risk,F00000TH3B,,
BOI AXA Manufacturing & Infra Div,High Risk,F00000GV5I,,
BOI AXA Manufacturing & Infra Gr,High Risk,F00000GV5H,,
BOI AXA Manufacturing & Infra Qt Div,High Risk,F00000GV5J,,
BOI AXA Regular Return Dir Ann Div,Moderate Risk,F00000UDPY,,
BOI AXA Regular Return Dir Gr,Moderate Risk,F00000PFLU,,
BOI AXA Regular Return Dir Mn Div,Moderate Risk,F00000PRO6,,
BOI AXA Regular Return Dir Qt Div,Moderate Risk,F00000UQ07,,
BOI AXA Regular Return Eco Gr,Moderate Risk,F000002SS0,,
BOI AXA Regular Return Eco Mn Div,Moderate Risk,F000002SS9,,
BOI AXA Regular Return Eco Qt Div,Moderate Risk,F000002R4R,,
BOI AXA Regular Return Reg Ann Div,Moderate Risk,F000002R4Y,,
BOI AXA Regular Return Reg Gr,Moderate Risk,F000002SS2,,
BOI AXA Regular Return Reg Mn Div,Moderate Risk,F000002SS7,,
BOI AXA Regular Return Reg Qt Div,Moderate Risk,F000002R4W,,
BOI AXA S/T Income Dir Gr,Moderate Risk,F00000PDS7,,
BOI AXA S/T Income Dir Mn Div,Moderate Risk,F00000PIK2,,
BOI AXA S/T Income Dir Qt Div,Moderate Risk,F00000WTMT,,
BOI AXA S/T Income Instl Gr,Moderate Risk,F000002R4X,,
BOI AXA S/T Income Reg Gr,Moderate Risk,F000002R4U,,
BOI AXA S/T Income Reg Mn Div,Moderate Risk,F000002R4V,,
BOI AXA S/T Income Reg Qt Div,Moderate Risk,F000002SKP,,
BOI AXA Tax Advantage Dir Div,Moderate High Risk,F00000PDS8,,
BOI AXA Tax Advantage Dir Gr,Moderate High Risk,F00000PDS9,,
BOI AXA Tax Advantage Eco Div,Moderate High Risk,F000002Q3M,,
BOI AXA Tax Advantage Eco Gr,Moderate High Risk,F000002SRN,,
BOI AXA Tax Advantage Reg Div,Moderate High Risk,F000002T4L,,
BOI AXA Tax Advantage Reg Gr,Moderate High Risk,F000002T4M,,
BOI AXA Treasury Advantage Dir Bns,Moderate Low Risk,F00000TUF6,,
BOI AXA Treasury Advantage Dir Dl Div,Moderate Low Risk,F00000PDSA,,
BOI AXA Treasury Advantage Dir Gr,Moderate Low Risk,F00000PDSB,,
BOI AXA Treasury Advantage Dir Wk Div,Moderate Low Risk,F00000PFXV,,
BOI AXA Treasury Advantage IP Dl Div,Moderate Low Risk,F000002AKN,,
BOI AXA Treasury Advantage Reg Bns,Moderate Low Risk,F00000TWFX,,
BOI AXA Treasury Advantage Ret Dl Div,Moderate Low Risk,F00000NS2D,,
BOI AXA Treasury Advantage Ret Gr,Moderate Low Risk,F000002AE8,,
BOI AXA Treasury Advantage Ret Wk Div,Moderate Low Risk,F000002ADZ,,
Canara Robeco Balance Dir Gr,Moderate High Risk,F00000PDSD,,
Canara Robeco Balance Dir Mn Div,Moderate High Risk,F00000PDSC,,
Canara Robeco Balance Reg Gr,Moderate High Risk,F0GBR06SB0,,
Canara Robeco Balance Reg Mn Div,Moderate High Risk,F000000JTO,,
Canara Robeco Dynamic Bd Dir Div,Moderate Risk,F00000PDSF,,
Canara Robeco Dynamic Bd Dir Gr,Moderate Risk,F00000PDSG,,
Canara Robeco Dynamic Bd Reg Div,Moderate Risk,F000002YHV,,
Canara Robeco Dynamic Bd Reg Gr,Moderate Risk,F000002YHT,,
Canara Robeco Emerging Equities Dir Div,Moderate High Risk,F00000PDSH,,
Canara Robeco Emerging Equities Dir Gr,Moderate High Risk,F00000PDSI,,
Canara Robeco Emerging Equities Reg Div,Moderate High Risk,F0GBR06SB1,,
Canara Robeco Emerging Equities Reg Gr,Moderate High Risk,F0GBR06SB2,,
Canara Robeco Equity Diversified Dir Div,Moderate High Risk,F00000PDSJ,,
Canara Robeco Equity Diversified Dir Gr,Moderate High Risk,F00000PDSK,,
Canara Robeco Equity Diversified Reg Div,Moderate High Risk,F0GBR06SBB,,
Canara Robeco Equity Diversified Reg Gr,Moderate High Risk,F0GBR06SBC,,
Canara Robeco Equity Taxsaver Dir Div,Moderate High Risk,F00000PDSL,,
Canara Robeco Equity Taxsaver Dir Gr,Moderate High Risk,F00000PDSM,,
Canara Robeco Equity Taxsaver Reg Div,Moderate High Risk,F0GBR06SBD,,
Canara Robeco Equity Taxsaver Reg Gr,Moderate High Risk,F000002SSO,,
Canara Robeco F.O.R.C.E Dir Div,High Risk,F00000PDSN,,
Canara Robeco F.O.R.C.E Reg Div,High Risk,F000005OLZ,,
Canara Robeco F.O.R.C.E. Dir Gr,High Risk,F00000PDSO,,
Canara Robeco F.O.R.C.E. Instl Gr,High Risk,F000003YAP,,
Canara Robeco F.O.R.C.E. Reg Gr,High Risk,F000003YAI,,
Canara Robeco Gilt PGS Dir Div,Moderate Risk,F00000PDSV,,
Canara Robeco Gilt PGS Dir Gr,Moderate Risk,F00000PDSW,,
Canara Robeco Gilt PGS Reg Div,Moderate Risk,F0GBR06SBI,,
Canara Robeco Gilt PGS Reg Gr,Moderate Risk,F0GBR06SBH,,
Canara Robeco Gold Savings Dir Div,Moderate High Risk,F00000PDSX,,
Canara Robeco Gold Savings Dir Gr,Moderate High Risk,F00000PDSY,,
Canara Robeco Gold Savings Reg Div,Moderate High Risk,F00000OCRN,,
Canara Robeco Gold Savings Reg Gr,Moderate High Risk,F00000OCRM,,
Canara Robeco Income Dir Gr,Moderate Risk,F00000PDT0,,
Canara Robeco Income Dir Qtrly Div,Moderate Risk,F00000PDSZ,,
Canara Robeco Income Reg Gr,Moderate Risk,F0GBR06SBL,,
Canara Robeco Income Reg Qt Div,Moderate Risk,F0GBR06SBM,,
Canara Robeco InDiGo Dir Gr,Moderate High Risk,F00000PDT1,,
Canara Robeco InDiGo Dir Qt Div,Moderate High Risk,F00000PDT2,,
Canara Robeco InDiGo Reg Gr,Moderate High Risk,F00000IEDC,,
Canara Robeco InDiGo Reg Qt Div,Moderate High Risk,F00000IEDD,,
Canara Robeco Infrastructure Dir Div,High Risk,F00000PDT3,,
Canara Robeco Infrastructure Dir Gr,High Risk,F00000PDT4,,
Canara Robeco Infrastructure Reg Div,High Risk,F0GBR06SBQ,,
Canara Robeco Infrastructure Reg Gr,High Risk,F0GBR06SBP,,
Canara Robeco Large Cap+ Dir Div,Moderate High Risk,F00000PDT5,,
Canara Robeco Large Cap+ Dir Gr,Moderate High Risk,F00000PDT6,,
Canara Robeco Large Cap+ Reg Div,Moderate High Risk,F00000J3Q9,,
Canara Robeco Large Cap+ Reg Gr,Moderate High Risk,F00000J3Q8,,
Canara Robeco Liquid Dir Div,Low Risk,F00000PDT7,,
Canara Robeco Liquid Dir Dl Div,Low Risk,F00000PDT8,,
Canara Robeco Liquid Dir Gr,Low Risk,F00000PDT9,,
Canara Robeco Liquid Dir Mn Div,Low Risk,F00000PDTA,,
Canara Robeco Liquid Dir Wk Div,Low Risk,F00000PDTB,,
Canara Robeco Liquid IP Dl Div,Low Risk,F0GBR06SBT,,
Canara Robeco Liquid IP Gr,Low Risk,F0GBR06SBV,,
Canara Robeco Liquid Reg Dl Div,Low Risk,F000002FQV,,
Canara Robeco Liquid Reg Gr,Low Risk,F000002FQB,,
Canara Robeco Liquid Reg Mn Div,Low Risk,F000002FPF,,
Canara Robeco Liquid Reg Wk Div,Low Risk,F000002FPX,,
Canara Robeco Liquid Ret Gr,Low Risk,F0GBR06SBS,,
Canara Robeco Liquid Retl Daily Div,Low Risk,F0GBR06SBR,,
Canara Robeco Liquid Retl Mn Div,Low Risk,F000002FPH,,
Canara Robeco Liquid Retl Wk Div,Low Risk,F000002FPJ,,
Canara Robeco M/T Opps Dir Div,Moderate Risk,F00000SKL7,,
Canara Robeco M/T Opps Dir Gr,Moderate Risk,F00000SKL8,,
Canara Robeco M/T Opps Reg Div,Moderate Risk,F00000SKL9,,
Canara Robeco M/T Opps Reg Gr,Moderate Risk,F00000SKLA,,
Canara Robeco MIP Dir Gr,Moderate High Risk,F00000PDTC,,
Canara Robeco MIP Dir Mn Div,Moderate High Risk,F00000PDTD,,
Canara Robeco MIP Dir Qt Div,Moderate High Risk,F00000PDTE,,
Canara Robeco MIP Reg Gr,Moderate High Risk,F0GBR06SB8,,
